original,disfluent,tokenized_disfluent,tokenized_fluent,disfluent_sentence,fluent_tokens,disfluent_tokens,annotations,disfl_type,degree,label
What types of diseases are specialty drugs no longer used against,What types of medications  rather diseases are specialty drugs no longer used against,"['What', 'types', 'of', 'medications', 'rather', 'diseases', 'are', 'specialty', 'drugs', 'no', 'longer', 'used', 'against']","['What', 'types', 'of', 'diseases', 'are', 'specialty', 'drugs', 'no', 'longer', 'used', 'against']",Where are many What types of diseases are specialty drugs no longer used against,"['What', 'types', 'of', 'diseases', 'are', 'specialty', 'drugs', 'no', 'longer', 'used', 'against']","['Where', 'are', 'many', 'What', 'types', 'of', 'diseases', 'are', 'specialty', 'drugs', 'no', 'longer', 'used', 'against']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What territory wasnt ceded to Britain,What territory was no wasnt ceded to Britain,"['What', 'territory', 'was', 'no', 'wasnt', 'ceded', 'to', 'Britain']","['What', 'territory', 'wasnt', 'ceded', 'to', 'Britain']",Who was President What territory wasnt ceded to Britain,"['What', 'territory', 'wasnt', 'ceded', 'to', 'Britain']","['Who', 'was', 'President', 'What', 'territory', 'wasnt', 'ceded', 'to', 'Britain']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What could inflammation do during sleep periods,What could pathogens do during sleep oh sorry I mean what does inflammation do during sleep,"['What', 'could', 'pathogens', 'do', 'during', 'sleep', 'oh', 'sorry', 'I', 'mean', 'what', 'does', 'inflammation', 'do', 'during', 'sleep']","['What', 'could', 'inflammation', 'do', 'during', 'sleep', 'periods']",Cydippids combs are controlled What could inflammation do during sleep periods,"['What', 'could', 'inflammation', 'do', 'during', 'sleep', 'periods']","['Cydippids', 'combs', 'are', 'controlled', 'What', 'could', 'inflammation', 'do', 'during', 'sleep', 'periods']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What does the Riding Museum boast having from Adolf Hitlers private collection,What does the museum no the Riding Museum boast having from Adolf Hitlers private collection,"['What', 'does', 'the', 'museum', 'no', 'the', 'Riding', 'Museum', 'boast', 'having', 'from', 'Adolf', 'Hitlers', 'private', 'collection']","['What', 'does', 'the', 'Riding', 'Museum', 'boast', 'having', 'from', 'Adolf', 'Hitlers', 'private', 'collection']",Who is the What does the Riding Museum boast having from Adolf Hitlers private collection,"['What', 'does', 'the', 'Riding', 'Museum', 'boast', 'having', 'from', 'Adolf', 'Hitlers', 'private', 'collection']","['Who', 'is', 'the', 'What', 'does', 'the', 'Riding', 'Museum', 'boast', 'having', 'from', 'Adolf', 'Hitlers', 'private', 'collection']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
In what year were the last classes held in the university,When did oh no in what year were the last classes held in the university,"['When', 'did', 'oh', 'no', 'in', 'what', 'year', 'were', 'the', 'last', 'classes', 'held', 'in', 'the', 'university']","['In', 'what', 'year', 'were', 'the', 'last', 'classes', 'held', 'in', 'the', 'university']",When was the defeat of In what year were the last classes held in the university,"['In', 'what', 'year', 'were', 'the', 'last', 'classes', 'held', 'in', 'the', 'university']","['When', 'was', 'the', 'defeat', 'of', 'In', 'what', 'year', 'were', 'the', 'last', 'classes', 'held', 'in', 'the', 'university']","['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
The idea that Islam can be apolitical isnt able to be embraced by whom,The idea that Islam can be apolitical isnt able to be observed  instead embraced by whom,"['The', 'idea', 'that', 'Islam', 'can', 'be', 'apolitical', 'isnt', 'able', 'to', 'be', 'observed', 'instead', 'embraced', 'by', 'whom']","['The', 'idea', 'that', 'Islam', 'can', 'be', 'apolitical', 'isnt', 'able', 'to', 'be', 'embraced', 'by', 'whom']",What does the Scotland Act The idea that Islam can be apolitical isnt able to be embraced by whom,"['The', 'idea', 'that', 'Islam', 'can', 'be', 'apolitical', 'isnt', 'able', 'to', 'be', 'embraced', 'by', 'whom']","['What', 'does', 'the', 'Scotland', 'Act', 'The', 'idea', 'that', 'Islam', 'can', 'be', 'apolitical', 'isnt', 'able', 'to', 'be', 'embraced', 'by', 'whom']","['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
 Who governed the northern Region in the Yuan,Who governed the Central errm I mean northern Region in the Yuan,"['Who', 'governed', 'the', 'Central', 'errm', 'I', 'mean', 'northern', 'Region', 'in', 'the', 'Yuan']","['Who', 'governed', 'the', 'northern', 'Region', 'in', 'the', 'Yuan']",What was not shaped by Who governed the northern Region in the Yuan,"['Who', 'governed', 'the', 'northern', 'Region', 'in', 'the', 'Yuan']","['What', 'was', 'not', 'shaped', 'by', 'Who', 'governed', 'the', 'northern', 'Region', 'in', 'the', 'Yuan']","['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What anthropologists are also university alumni members,What psychologists  rather anthropologists are also university alumni members,"['What', 'psychologists', 'rather', 'anthropologists', 'are', 'also', 'university', 'alumni', 'members']","['What', 'anthropologists', 'are', 'also', 'university', 'alumni', 'members']",How long What anthropologists are also university alumni members,"['What', 'anthropologists', 'are', 'also', 'university', 'alumni', 'members']","['How', 'long', 'What', 'anthropologists', 'are', 'also', 'university', 'alumni', 'members']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who is an actor and also Serial host,What is or no make that who is an actor and also Serial host,"['What', 'is', 'or', 'no', 'make', 'that', 'who', 'is', 'an', 'actor', 'and', 'also', 'Serial', 'host']","['Who', 'is', 'an', 'actor', 'and', 'also', 'Serial', 'host']",Why would course content funding Who is an actor and also Serial host,"['Who', 'is', 'an', 'actor', 'and', 'also', 'Serial', 'host']","['Why', 'would', 'course', 'content', 'funding', 'Who', 'is', 'an', 'actor', 'and', 'also', 'Serial', 'host']","['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What t is shorthand for antibody generators,What class sorry t is shorthand for antibody generators,"['What', 'class', 'sorry', 't', 'is', 'shorthand', 'for', 'antibody', 'generators']","['What', 't', 'is', 'shorthand', 'for', 'antibody', 'generators']",During withdrawal from What t is shorthand for antibody generators,"['What', 't', 'is', 'shorthand', 'for', 'antibody', 'generators']","['During', 'withdrawal', 'from', 'What', 't', 'is', 'shorthand', 'for', 'antibody', 'generators']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Where wasnt war fot,How did the war begin no where wasnt it fot,"['How', 'did', 'the', 'war', 'begin', 'no', 'where', 'wasnt', 'it', 'fot']","['Where', 'wasnt', 'war', 'fot']",What job was Kemney Where wasnt war fot,"['Where', 'wasnt', 'war', 'fot']","['What', 'job', 'was', 'Kemney', 'Where', 'wasnt', 'war', 'fot']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F']",restart,N/A,3
What is the force between two locations related to,What is the force between closed system no two locations related to,"['What', 'is', 'the', 'force', 'between', 'closed', 'system', 'no', 'two', 'locations', 'related', 'to']","['What', 'is', 'the', 'force', 'between', 'two', 'locations', 'related', 'to']",Of what mathematical What is the force between two locations related to,"['What', 'is', 'the', 'force', 'between', 'two', 'locations', 'related', 'to']","['Of', 'what', 'mathematical', 'What', 'is', 'the', 'force', 'between', 'two', 'locations', 'related', 'to']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What is the circumference of Harvard Stadium,What is the circumference of Cambridges campus no Harvard Stadium,"['What', 'is', 'the', 'circumference', 'of', 'Cambridges', 'campus', 'no', 'Harvard', 'Stadium']","['What', 'is', 'the', 'circumference', 'of', 'Harvard', 'Stadium']",How many access points are What is the circumference of Harvard Stadium,"['What', 'is', 'the', 'circumference', 'of', 'Harvard', 'Stadium']","['How', 'many', 'access', 'points', 'are', 'What', 'is', 'the', 'circumference', 'of', 'Harvard', 'Stadium']","['D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
When did the high school education movement occur,How did or make that when did the high school education movement occur,"['How', 'did', 'or', 'make', 'that', 'when', 'did', 'the', 'high', 'school', 'education', 'movement', 'occur']","['When', 'did', 'the', 'high', 'school', 'education', 'movement', 'occur']",How wide is the When did the high school education movement occur,"['When', 'did', 'the', 'high', 'school', 'education', 'movement', 'occur']","['How', 'wide', 'is', 'the', 'When', 'did', 'the', 'high', 'school', 'education', 'movement', 'occur']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What type of professional is a Pharmacy Technician considered to be,Who oversees no what I meant was what type of professional is a Pharmacy Technician considered to be,"['Who', 'oversees', 'no', 'what', 'I', 'meant', 'was', 'what', 'type', 'of', 'professional', 'is', 'a', 'Pharmacy', 'Technician', 'considered', 'to', 'be']","['What', 'type', 'of', 'professional', 'is', 'a', 'Pharmacy', 'Technician', 'considered', 'to', 'be']",How much revenue is What type of professional is a Pharmacy Technician considered to be,"['What', 'type', 'of', 'professional', 'is', 'a', 'Pharmacy', 'Technician', 'considered', 'to', 'be']","['How', 'much', 'revenue', 'is', 'What', 'type', 'of', 'professional', 'is', 'a', 'Pharmacy', 'Technician', 'considered', 'to', 'be']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How many residential dorms house upper class sophomore Jr and Sr students,What are or rather how many residential dorms house upper class sophomore Jr and Sr students,"['What', 'are', 'or', 'rather', 'how', 'many', 'residential', 'dorms', 'house', 'upper', 'class', 'sophomore', 'Jr', 'and', 'Sr', 'students']","['How', 'many', 'residential', 'dorms', 'house', 'upper', 'class', 'sophomore', 'Jr', 'and', 'Sr', 'students']",What is a regulatory How many residential dorms house upper class sophomore Jr and Sr students,"['How', 'many', 'residential', 'dorms', 'house', 'upper', 'class', 'sophomore', 'Jr', 'and', 'Sr', 'students']","['What', 'is', 'a', 'regulatory', 'How', 'many', 'residential', 'dorms', 'house', 'upper', 'class', 'sophomore', 'Jr', 'and', 'Sr', 'students']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What was Sadat seeking by releasing Islamists from prison,What was Sadat not seeking by releasing Islamists from prison no sorry just tell me what he was seeking when he released them from prison,"['What', 'was', 'Sadat', 'not', 'seeking', 'by', 'releasing', 'Islamists', 'from', 'prison', 'no', 'sorry', 'just', 'tell', 'me', 'what', 'he', 'was', 'seeking', 'when', 'he', 'released', 'them', 'from', 'prison']","['What', 'was', 'Sadat', 'seeking', 'by', 'releasing', 'Islamists', 'from', 'prison']",The curved line path What was Sadat seeking by releasing Islamists from prison,"['What', 'was', 'Sadat', 'seeking', 'by', 'releasing', 'Islamists', 'from', 'prison']","['The', 'curved', 'line', 'path', 'What', 'was', 'Sadat', 'seeking', 'by', 'releasing', 'Islamists', 'from', 'prison']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Who is eligible to toss their name in the hat to be First Minister,Who is eligible to toss their name in the hat to be Scotlands Chief Law Officer or rather First Minister,"['Who', 'is', 'eligible', 'to', 'toss', 'their', 'name', 'in', 'the', 'hat', 'to', 'be', 'Scotlands', 'Chief', 'Law', 'Officer', 'or', 'rather', 'First', 'Minister']","['Who', 'is', 'eligible', 'to', 'toss', 'their', 'name', 'in', 'the', 'hat', 'to', 'be', 'First', 'Minister']",What was a major success especially Who is eligible to toss their name in the hat to be First Minister,"['Who', 'is', 'eligible', 'to', 'toss', 'their', 'name', 'in', 'the', 'hat', 'to', 'be', 'First', 'Minister']","['What', 'was', 'a', 'major', 'success', 'especially', 'Who', 'is', 'eligible', 'to', 'toss', 'their', 'name', 'in', 'the', 'hat', 'to', 'be', 'First', 'Minister']","['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
what was invented in 1888 that revolutionized warfare,What was invented in 1788 that revolutionized warfare sorry no in 1888,"['What', 'was', 'invented', 'in', '1788', 'that', 'revolutionized', 'warfare', 'sorry', 'no', 'in', '1888']","['what', 'was', 'invented', 'in', '1888', 'that', 'revolutionized', 'warfare']",Of what form are what was invented in 1888 that revolutionized warfare,"['what', 'was', 'invented', 'in', '1888', 'that', 'revolutionized', 'warfare']","['Of', 'what', 'form', 'are', 'what', 'was', 'invented', 'in', '1888', 'that', 'revolutionized', 'warfare']","['D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
 bassett doesnt focus on what to illustrate his idea,Bassett doesnt analyze no focus on what to illustrate his idea,"['Bassett', 'doesnt', 'analyze', 'no', 'focus', 'on', 'what', 'to', 'illustrate', 'his', 'idea']","['bassett', 'doesnt', 'focus', 'on', 'what', 'to', 'illustrate', 'his', 'idea']",What is bassett doesnt focus on what to illustrate his idea,"['bassett', 'doesnt', 'focus', 'on', 'what', 'to', 'illustrate', 'his', 'idea']","['What', 'is', 'bassett', 'doesnt', 'focus', 'on', 'what', 'to', 'illustrate', 'his', 'idea']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
How man people gather along the banks of the Vistula for the Wianki festival,How many people gather along the banks of Warsaw or no make that the Vistula for the Wianki festival,"['How', 'many', 'people', 'gather', 'along', 'the', 'banks', 'of', 'Warsaw', 'or', 'no', 'make', 'that', 'the', 'Vistula', 'for', 'the', 'Wianki', 'festival']","['How', 'man', 'people', 'gather', 'along', 'the', 'banks', 'of', 'the', 'Vistula', 'for', 'the', 'Wianki', 'festival']",When was Qutb How man people gather along the banks of the Vistula for the Wianki festival,"['How', 'man', 'people', 'gather', 'along', 'the', 'banks', 'of', 'the', 'Vistula', 'for', 'the', 'Wianki', 'festival']","['When', 'was', 'Qutb', 'How', 'man', 'people', 'gather', 'along', 'the', 'banks', 'of', 'the', 'Vistula', 'for', 'the', 'Wianki', 'festival']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What degree is now mandatory in the US in order to be a licensed pharmacist,How long or actually tell me What degree is now mandatory in the US in order to be a licensed pharmacist,"['How', 'long', 'or', 'actually', 'tell', 'me', 'What', 'degree', 'is', 'now', 'mandatory', 'in', 'the', 'US', 'in', 'order', 'to', 'be', 'a', 'licensed', 'pharmacist']","['What', 'degree', 'is', 'now', 'mandatory', 'in', 'the', 'US', 'in', 'order', 'to', 'be', 'a', 'licensed', 'pharmacist']",Of what form What degree is now mandatory in the US in order to be a licensed pharmacist,"['What', 'degree', 'is', 'now', 'mandatory', 'in', 'the', 'US', 'in', 'order', 'to', 'be', 'a', 'licensed', 'pharmacist']","['Of', 'what', 'form', 'What', 'degree', 'is', 'now', 'mandatory', 'in', 'the', 'US', 'in', 'order', 'to', 'be', 'a', 'licensed', 'pharmacist']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
Other than 7 and 13 what other year interval do predators pupate,Other than 7 and 13 what other year interval do insects no predators pupate,"['Other', 'than', '7', 'and', '13', 'what', 'other', 'year', 'interval', 'do', 'insects', 'no', 'predators', 'pupate']","['Other', 'than', '7', 'and', '13', 'what', 'other', 'year', 'interval', 'do', 'predators', 'pupate']",What is a reason for the Other than 7 and 13 what other year interval do predators pupate,"['Other', 'than', '7', 'and', '13', 'what', 'other', 'year', 'interval', 'do', 'predators', 'pupate']","['What', 'is', 'a', 'reason', 'for', 'the', 'Other', 'than', '7', 'and', '13', 'what', 'other', 'year', 'interval', 'do', 'predators', 'pupate']","['D', 'D', 'D', 'D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
When did the Meuse and Waal merge,When did the Gorinchem sorry I meant to say the Meuse and Waal merge,"['When', 'did', 'the', 'Gorinchem', 'sorry', 'I', 'meant', 'to', 'say', 'the', 'Meuse', 'and', 'Waal', 'merge']","['When', 'did', 'the', 'Meuse', 'and', 'Waal', 'merge']",What do radical When did the Meuse and Waal merge,"['When', 'did', 'the', 'Meuse', 'and', 'Waal', 'merge']","['What', 'do', 'radical', 'When', 'did', 'the', 'Meuse', 'and', 'Waal', 'merge']","['D', 'D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
What society founded the University of Chicago,What person helped establish the school with a donation oh make that society founded the University of Chicago,"['What', 'person', 'helped', 'establish', 'the', 'school', 'with', 'a', 'donation', 'oh', 'make', 'that', 'society', 'founded', 'the', 'University', 'of', 'Chicago']","['What', 'society', 'founded', 'the', 'University', 'of', 'Chicago']",Where does What society founded the University of Chicago,"['What', 'society', 'founded', 'the', 'University', 'of', 'Chicago']","['Where', 'does', 'What', 'society', 'founded', 'the', 'University', 'of', 'Chicago']","['D', 'D', 'F', 'F', 'F', 'F', 'F', 'F', 'F']",restart,N/A,3
